@relation training_data

@attribute text string
@attribute emotion {positive,neutral,negative}

@data
' i suck , completely and thouroughly suc ',negative
' i feel like i constantly need a boyfriend ',neutral
' ahhhhhhhhhhhhhhhhhhh   why do i hate life? ',negative
' i just wanna have fun and be happy and simple like all my friends ',positive
' just giggle giggle giggle thats all they do everyday all day and all they need is a boyfriend and someone to laugh with ',positive
' i want to be tha ',neutral
' Terrorists make me SICK, they ought to all be horrifically detained, I believe it was the first time in my life I have had to resort to extreme racism ',negative
' Do you people not listen to the news or what ',negative
' Perhaps I am just being petty, but that did really annoy me.  It absolutely outrages me as to how evil, and canniving these people are ',negative
' Imagine, transporting a bomb, fashioned out of a SPORTS DRINK, and triggering it with the simplistic flash of a disposable camera 'negative
' I just can\'t believe it 'positive
' Britain, has, evidently officially gone to the dogs if the so-called "prime minister" is in Mexico, whilst we could have been dealing with 3,500 innocent lives lost, on 10 different jetliners ',negative
' So, I am thankful to still be alive ',positive
' For ages now I ve been doing this self defence class and at the beginning of every class we get a stern talking too about not doing any of this stuff at home, and I ve just discovered why ',neutral
' Lat night, while trying to demonstrate to Tequila Boy how effectlivley I could beat him up if he ever had a complete change of personality and decided to attack me I slipped on the carpet trying to demonstrate a roundhouse kick fell backwards and hit the wall with what i\'m assured was a sickening crack ',negative
' So now I have five staples in the back of my head ',neutral
' Which, just so you know, really fucking hurts ',negative
' In fact, I bought TOILET PAPER of George Bush stupid quotes ',negative
' Now i\'m on my political soapbox, so if you find opposition to the Republican regime distasteful, feel free to exit now ',negative
' On a more serious note, just open up any paper or online news provider and you will find things that *should* alarm you, and which definitely are bothering me! Here is just an example from Yahoo News 'negative
' "WASHINGTON - While the British terror suspects were hatching their plot, the Bush administration was quietly seeking permission to divert $6 million that was supposed to be spent this year developing new homeland explosives detection technology. 'negative
' We have spent billions of dollars and countless human capital expenditure on the whole Homeland Security division ',neutral
' That does not even begin to address the loss of our civil liberties and the insidious spread of a Gestapo or KGB-like mentality that most of America just seems to be blissfully unaware of ',negative
' The government can and WILL find you no matter what steps you take to try and get some privacy ',neutral
' Perhaps i\'m being an alarmist, but the loss of privacy and personal freedom in the name of "security" SCARES me. I am fine with heightened security at airports 'negative
' In fact, last night my Mom asked me if I am "scared" of flying and going on our trip 'negative
' It\'s the pervasive spread of "Big Brother Is Watching You" that concerns me. Some people say "we only have to put up with this for two more years" while I say, "Get me a job in Canada! ',neutral
' One such being the slight civil annoyance of another commuter\'s feet riding pride high on the train seats ',negative
' Often only concerned in self removal in busy or peak times ',neutral
' Sadly, due to current legal mud pies, forcefully conveying the issues and negatives concerned with sitting in such a state are verboten ',negative
' Knowing the majority\'s aversion to confrontations and speaking out, a ride with the feet up on the seats can usually last the entirety of a journey ',negative
' This works in their favour ',neutral
' For those who feel powerless and fearful of repercussions, yet want to take action, there is always something more grating than knowing someone either cannot read or show respect for public seating areas 'negative
' Away from view and made to be the problem of another set of commuters ',neutral
' As, after all, society has been developed to shift blame and anger ad infinitum ',negative
' Thank God the exam\'s over ',positive
' I really hate Ma am Nario ',negative
' Some questions wasn\'t even discussed ',neutral
' fuck i can\'t wait to live alone ',negative
' if i ever live with a girl, that bitch better be clean ',negative
' i come home after two weeks and our place is fucking disgusting ',negative
' what the helllll ',negative
' im cleaning out my inbox and saved folders and stuff too ',neutral
' hahah ',positive
' girlfriends and random sex junk mail and all ',neutral
' gotta love it ',positive
' i didn\'t even get a jolt when i saw her face on comments ',neutral
' i used to be so sad about it ',negative
' i still have moments and all, natrually ',neutral
' that\'s one of the last steps ',neutral
' most people say that\'s the first step, but it totally isn\'t ',neutral
' euphoric almost ',positive
' wowo ',positive
' deep like the kiddy pool ',neutral
' good times ',positive
' we re down to the final weeks of summer people ',neutral
' I hate it when certain people always seem to be better at me in everything they do ',negative
' Maybe if I just tried hard enough, without anyone putting me down ',neutral
' I guess i\'m not going to continue with this any more ',neutral
' i\'m still pretty freaked out by the piano exam next week 'negative
' My brain seems dead and most probably won\'t be able to keep up with everything else that i\'m sure is going to be thrown at me. If people\'s minds could be weirded out ',neutral
' I wish it all would end ',neutral
' I dislike negative, non-beneficial (to me) change in people and things ',negative
' I don\'t like that ',negative
' where has the love in reciprocation gone ',neutral
' The fireworks were beautiful ',positive
' The only way to enjoy them, is to live that moment ',positive
' Then, they are gone ',neutral
' Miss it and that is it ',negative
' The last time I watched them so close up was back when I was still a young child ',neutral
' Why is life so much more complex now ',neutral
' Where should I go on from here ',neutral
' 3rd guy sms-ed me, 3 times in 3 days time ',neutral
' I gave in to temptation ',negative
' I replied him, asking him to give me a call, which he did ',neutral
' He told me about his work and his regime for his upcoming marathon ',neutral
' I just wanted someone I can confide about the difficulties I faced at work and the void in my life ',negative
' Maslow theory about our basic needs being met and wanting to find other purposes in life ',neutral
' I have yet to establish a career for myself ',neutral
' Yet, I do not know the means to achieve them ',neutral
' I feel so lost ',negative
' Fui al dentista, hoy ',neutral
' My mouth hurts soooooo much ',negative
' I hate going to the dentist, well hate is a strong word ',negative
' I dislike going to the dentist ',negative
' Bad new ',negative
' I got three cavities ',neutral
' Have to go back ( I shrug at the thought) ',neutral
' Have to have healthy teeth ',neutral
' "Playing love and politic are alike, you have to say the words without really say them and make sure the opposite party get the impressions you want them to see ',neutral
' And for some reasons I dislike doing politic cause manipulating, mostly people, are what it does ',negative
' My parents are moving to Mars, Pennsylvania, on Thursday ',neutral
' This is twenty minutes from Pittsburgh, where my dad works, but still 6-7 hours from Swarthmore, where I go to school ',neutral
' Win win ',positive
' My sister will remain in Michigan, so I thought I\'d be coming back here occasionally, but she and I have had several vicious, scarring fights this summer ',negative
' I spend my time joyfully packing boxes ',positive
' It\'s like Christmas presents in reverse ',positive
' Probably I do ',neutral
' I ve considered not coming home for holidays to see my family because I dislike this town so much ',negative
' No, that last one isn\'t true ',neutral
' A guy sat next to me and bumped my leg with his ',neutral
' ("Aren\'t you a friend of Maggie\'s?" I am Maggie ',neutral
' "Really? 'positive
' "You look like her, I guess ',neutral
' Hahaha! ',positive
' The guy sitting next to me started to small-talk slash pick-girl-up-talk ',neutral
' Attractive and high ',neutral
' Totally dangerous combination 'negative
' He disengaged after the second glare ',neutral
' Just because, you know, too cheesy to live ',negative
' Also, Mormons came to the door last week ',neutral
' i\'m not sure why I did that, or why I allowed that to happen, or whatever ',neutral
' Maybe I wanted to fuck with myself, which usually happens anytime I feel relatively okay ',negative
' Maybe I was nostalgic ',negative
' I need to go to therapy like whoa ',neutral
' theres to many stories to tell here so i\'ll just give the general outline of p2p ',neutral
' 39 kids, 4 leaders, 1 amazing Irish woman named lynn, and 3 weeks in england ireland and wales can only lead to a once in a life time experience ',positive
' mel, sully, steve, adam, gibbs, artur, erin, jacqui, will, leanne, nikki,justin, jeffy, steph, all the catherines/katies, kaela, bree, sarah grady (future president of 2005 haha), sarah p, caitlin g i love you all ',positive
' you made this trip amazing and i don\'t know what i\'m gonna do without you ',positive
' so i came back right in time, right before heathrow airport was put on severe high alert ',neutral
' i\'m really lucky about that ',positive
' i\'m actually pretty good at driving a normal car, so i\'m excited ',positive
' i got some great presents and had an awesome 16th birthday. ',positive
' It\'s not like much has happened since last year ',neutral
' There is always so much stuff I have to do each day that before I know it the day is gone ',neutral
' The people here even at Columbia are so different than I expected 'positive
' i\'m loving school at Columbia ',positive
' I feel more at ease now that I kind of know what I want to do with my life, but more scared because I feel like everyone is a step ahead of me. I have to admit though school has me freaked out about my future 'negative
' My Marketing Strategies class always keeps me thinking about it ',neutral
' i\'m scared to death about getting a job after school 'negative
' I can\'t wait, but i\'m nervous as hell now 'negative
' What if nothing goes as planned and I can\'t get a job and i\'m stuck doing something that I hate 'negative
' One of the girls who is also in my class was in the elevator ',neutral
' She was saying how she had the same area code and that she\'s from Spring Valley Weird huh 'positive
' The weirdest part is her roomate is someone who I went to school with since jr. high 'positive
' that is if my ticket ever comes ',neutral
' i\'m excited to go I always like to go to different concerts and plus it will be nice to go out and do something fun ',positive
' It was definitely a shocking experience, but atleast I can say I have ridden in an ambulance before 'positive
' I am still having trouble walking straight and am slurring a lot (so excuse the grammar), but things are getting better ',neutral
' My mother was there for me the whole time while I was scared to death, losing consciousnes, and fearing for my life, and I will always remember that 'negative
' The goal was to go to sleep and never wake up, but after taking 32 of those dreadful cold pills that put scars on my kidney in the first place, death was becomming all too real too fast 'negative
' Have you ever wanted to be with someone that is a friend of the other sex but you are afraid to ask that person 'negative
' afraid that it would ruin your friendship with them as well as your friendship with another person 'negative
' afraid that you will be hurt yet again 'negative
' hurt if that person say\'s no ',negative
' Hurt if that person say\'s yes and down the line you brake up ',negative
' Hurt by the world of friendship yet again ',negative
' Hurt by the world of dating ',negative
' Hurt so bad you stay in a world that is only in your mind ',negative
' Hurt so bad you stay in your room ',negative
' Never wanting to go out with someone again ',neutral
' My night last night turned out amazing towards 8:00-9:0 'positive
' I had a really nice conversation with Juckett, another amazing one with Phil, and then another one with Solomon ',positive
' It was definitely a good night of conversation, although I did stay up until 12:30, and I payed for that this morning in 1st period (Physics ',positive
' But all of a sudden today it\'s hit me that I have all this work due 'positive
' I have so much long-term work that i\'m not sure if i\'ll get it all finished with band practice every night, a football game friday, and a competition all day Saturday ',neutral
' i\'m starting my argument on illegal immigration (which I may say is turning out fantastic with the first two praragraphs I have), and I finished one of my US History charts, and I plan on outlining a bit once I start watching America\'s Next Top Model ',positive
' Plus, all this stuff is being forced on me with my Dad ',neutral
' The courts and my lawyer and my therapist and my mom are all getting mad because I don\'t have all this time in the world to hang out with my Dad for a few hours ',negative
' Love NFL, love live, it only makes sense ',positive
' Instead of NFL Live, I get Barry Zito of the Oakland A\'s rambling on about somebody who just died ',neutral
' i\'m sorry someone died, but to mislead me like that is inexcusable ',negative
' Definitely ',neutral
' I turned the channel to ESPN because the DirectTv satellite guide said NFL Live was on ',neutral
' Love NFL, love live, it only makes sense ',positive
' i\'m sorry someone died, but to mislead me like that is inexcusable ',negative
' Jacked Up ',neutral
' Don\'t be afraid to weigh in on the subject ',neutral
' even though i wasnt in the right mood, a.k.a : my mind was in portland, it was  a really good flick ',positive
' it was one of the movies i was told to watch ',neutral
' i just plainly said  ',neutral
' she stopped talking about it, started mumbling about porcaline and what time she has to start the bisk ',neutral
' not on this matter however ',neutral
' i never took it out ',neutral
' what i was worried about, someone trying to steal money off my card, isnt going to happen 'negative
' their atm machines "eat" the cards ',neutral
' and therapy!! ',neutral
' she makes me all nervous and tense 'negative
' and anything she says, no matter how sweet the voice is is nasty and mean spirited ',negative
' and me with my explaining skills wont show her how what she just said stung ',negative
' i get stuck, cant think of the right term and lose my train of thought ',neutral
' thus getting myself more pissed and less willing to finish what i was just trying to say ',negative
' and i end up doing what she says because i cant get over the fact i stumbled in a sentence 5 minutes prior ',neutral
' i cant wait to visit portland again, though right now i dont think ill be able to go back until i have payed rent ',neutral
' which sucks, but that might mean her birthday ',negative
' but if it takes 2 weeks for me to get a pay check and the first week of work is counted into the next two weeks anyway ',neutral
' i might have to borrow from mom, since ive payed her off, but then shell know i dont have any of the money left and ',neutral
' im afraid of what will happen if that gets out 'negative
' im worried about money 'negative
' but im more worried about losing the one i love, even though i cant have her right now 'negative
' i know this is cheesy and maybe pointless but i am going to say it anyway ',neutral
' okay shut up ',negative
' Okay y alls ',neutral
' I went to the dentist today was some fillings and instead I got a root canal ',neutral
' it wasn\'t too bad ',neutral
' I can handle dull aches, it\'s the sharp pains that freak me out 'negative
' Then they fucked around with my teeth, which never hurt (except for the clamp), but I was on edge, because it felt like it was about to hurt, like any moment they might hit a nerve 'negative
' Annnndddd ',neutral
' so the nurse was doing suction, and she accidently hit the rubber sheath across my mouth (isolating the tooth) which made a very loud noise in my ear, so I flinched, and the dentist was like "It\'s not big deal, show her it\'s nothing to be afraid of" so she did it again and I really freaked out, really flinched and even cried out and then I starting crying 'negative
' And a temp ',neutral
' filling, which sucks ',negative
' as unexpectedly and elusively as the innernets appear, SO DO THEY STOP DISAPEAR 'positive
' enjoying it while it lasts ',positive
' so hi, friends, it is me, and i\'m in my sweatpants and barefoot ',neutral
' pshaw 'positive
' totally true access hollywood says so ',neutral
' go to designhergals.com and tell me if you think i should get some business cards from them ',neutral
' my spendy muscles are, like, twitching in anticipation but i don\'t know ',neutral
' today at work i popped advils and helped a mother and daughter figure out some drapes for the daughter\'s bedroom ',neutral
' and it turns out that the daughter and i both graduated from brockport this spring 'positive
' she\'s living at home with her parents now and she\'s not feeling very good about herself ',negative
' except no, cos she\'s thinking about going to school for nursing, and i ve been knitting like a mofo ',neutral
' something good is going to happen if it kills me. i think i threw out my back hunching over (hence the advils), but that\'s nothin ',neutral
' no way ',neutral
' Which, to be honest, was making Brad slightly nervous 'negative
' Perhaps it had just been pre-deal excitement ',positive
' He had wanted to call either Yohji or Schuldig last night, but Deguchi had kept him busy attending a ball, not returning home until three in the morning ',neutral
' An almost 24 hour day was not Brad\'s idea of a good time ',neutral
' And Deguchi didn\'t have another social function planned until tomorrow night ',neutral
' And then the flight home ',neutral
' But in the meantime, he had free time, as Deguchi was passed out in his room from too much liquor and too little sleep and the desire to be as perky as possible for his golf game tomorrow ',neutral
' It was a pleasant Tuesday evening in Hawai i, Wednesday at home, Brad reminded himself automatically, and he had the doors to the balcony open wide and was sitting on the lone chair looking out over the ocean ',positive
' He called Yohji, missing him, wanting to talk to him ',negative
' Dear Dinah ',neutral
' This is the last day ',neutral
' Instead, I went shopping for sandals to wear to graduation ',neutral
' It\'s two-piece, green stretch velvet ',neutral
' In Drawing, we played Ms. Wolf\'s Fun Game ',neutral
' It actually was quite a bit of fun ',positive
' The Fun Game itself involved cardboard boxes with mystery items in them and our job was to decorate the boxes any way we wanted ',neutral
' Mez got a waffle-iron ',neutral
' It was very bright ',neutral
' He asked if I could help make him up like a clown, and then the two of us painted Ryan\'s face like a hooker ',neutral
' We offered to do Aaron too, but he just laughed and shook his head ',positive
' He really laughed a lot today ',positive
' I made me sorry that I don\'t actually know him ',negative
' After Drawing, I was standing at Ryan\'s locker, leaning back, laughing ',positive
' The bell for last hour had already rung and we were talking to a bunch of Ryan\'s popular football-friends ',neutral
' I was laughing up at Josh Bloomfield and Peter, when someone spoke softly behind me, very fast ',positive
' I wanted to wipe the green-and-purple whiskers off with my hands, but was afraid of making it worse, so I didn\'t do anything 'negative
' Ryan was kind of standing on the outside of the group, which makes sense, I guess ',neutral
' As Mink turned from his locker and slid through the crowd, Ryan watched him go ',neutral
' I said, "He always seems so nervous. 'negative
' "Yeah ',neutral
' I feel kind of bad. ',negative
' "What for? ',neutral
' And - you know Leif Carlson? - me and Leif sat together and that guy shows up late on the first day of class and he was at our same table ',neutral
' "So, we just did that ',neutral
' For like a week ',neutral
' hurting his feelings," Ryan finished flatly ',negative
' I nodded, felt guilty ',negative
' Because all those things about Mink are exactly the reason why I can t, well, can\'t anything, really ',neutral
' And that\'s total bullshit, because those things shouldn\'t even matter ',negative
' It\'s about a fucking jacket ',negative
' Only, maybe just in different ways ',neutral
' And also, I look like a cat ',neutral
' Goodbyes break my heart and make me choke on my last words ',negative
' They cause tears to run down my cheeks and make me want to fall to my knees ',negative
' Backing out of that driveway getting further and further away from you was one of the hardest things I ve ever had to do ',negative
' i\'m so scared that everytime that I see you it\'s going to be my last time and I never want to leave your side 'negative
' Getting home- back to reality ',neutral
' my quilt is finally coming along though i am alsorts of excited ',positive
' anyways i wont b here all weekend i will b in penn state with a bunch of male bleeders and my brother lol so there ttyl bye ',positive
' You say you want a revolutio ',neutral
' We all want to change the worl ',neutral
' Well you kno ',neutral
' But when you talk about destructio ',neutral
' Don\'t you know it\'s gonna be alrigh ',neutral
' You say you got a real solutio ',neutral
' You ask me for a contributio ',neutral
' We re all doing what we ca ',neutral
' But when you want money for people with minds that hat ',negative
' Don\'t you know it\'s gonna be alrigh ',neutral
' You say you\'ll change the constitutio ',neutral
' We all want to change your hea ',neutral
' Well you kno ',neutral
' But if you go carrying pictures of Chairman Ma ',neutral
' Don\'t you know know it\'s gonna be alrigh ',neutral
' -- The Beatle ',neutral
' As long as capitalism reigns in America, the gulf between the haves and the have-nots will widen until it is an insurmountable chasm filled with the broken bodies of whipped slaves ',neutral
' Stiffer than a starched Eton collar ',neutral
' Pretty damn sad, isn\'t it ',negative
' What will it take to rise above and leave this human ashtray that we ve been snubbed into ',negative
' It will take total deprogramming ',neutral
' It will take radical thought change ',neutral
' Words and phrases like "terrorist, "anti-semitic", "anti-war", "Islamo-fascist", "protest" and "communist" ',neutral
' That last one alone has been responsible for more fear-mongering than the presently seated Bush administration has been able to muster in the past six years, and that\'s a pretty tall order 'negative
' What\'s interesting about their motivations is that most of what we re supposed to be afraid of is actually simply informative alternatives to the status quo: the fear of change 'negative
' The government wants us to be afraid of terrorists so that they can pass more questionable legislation that makes it easier to control us 'negative
' They want us to not criticize the Zionists who give the Jews a bad name, because of how much Zionists influence U.S. foriegn policy in the name of Israel ',neutral
' They want us to be scared of protesting and dissenting in the name of freedom, because there are more of us than there are of THEM 'negative
' I even suggest that the government has always wished us to be afraid of communism, because it goes against the very thing that government relies upon to keep it rolling: capitalism 'negative
' From the "Red Scare" and the Communist witch-hunt of the 50\'s with Senator Joe McCarthy aggressively pursuing perceived threats to the safety and security of America, to the current fear and loathing of so-called communist countries such as North Korea, Cuba and China, actual communism has never, ever existed 'negative
' Dictators like Fidel Castro and Kim Jong Il oversee police-states, but aren\'t purveyors of actual communism as espoused by Marx ',neutral
' But whereas earlier socialists often favored longer-term social reform, Marx and Engels believed that popular revolution was all but inevitable, and the only path to socialism ',neutral
' Even within so-called modern communism, there are many splits and factions, notably between Marxist/Leninist communists and anarchists ',neutral
' While perusing the pages detailing the battle of words, I ran across a detailed look at just what the revolution might look like, if it truly indeed ever happened ',neutral
' Recipe for a revolution ',neutral
' And it makes pretty clear the idea that the continuation of this charade of voting booths and elected officials is never going to turn America around and make it the Utopia that many hope it will become; unless the people get serious about organizing and ceasing this selfish, alienating style of life that we cling to ',neutral
' We are a nation of air-conditioned, drive-thru frequenting, automatic can-opener using, processed meat-eating, hands-free restroom-using workers ',neutral
' Most of us do not choose to work ',neutral
' Only after we have been put through the schools, which teach us not to think for ourselves or question what we re taught, only after we re encouraged to seek higher learning in order to make the highest dollar, do we then enter a life-long engagement in a vocation that keeps us away from the things we actually wish to do ',neutral
' The dream that you can fight hard and work to get ahead, put money away and eventually leave the factory of human flesh, at age 65, to finally live what\'s left of your shriveled life, aided by the promise of a Social Security plan that our dear leader, the "Decider" is actually trying to privatize, just like our national banking system ',neutral
' It\'s a depression ',negative
' Everybody\'s out of work or scared of losing their job 'negative
' We know the air is unfit to breathe and our food is unfit to eat ',neutral
' We sit in the house, and slowly the world we re living in is getting smaller, and all we say is, "Please, at least leave us alone in our living rooms ',neutral
' Just leave us alone. ',neutral
' I want you to get mad ',negative
' I don\'t want you to write to your Congressman, because I wouldn\'t know what to tell you to write ',neutral
' I don\'t know what to do about the depression and the inflation and the Russians and the crime in the street ',negative
' All I know is that first, you ve got to get mad ',negative
' You ve gotta say, "i\'m a human being, goddammit ',negative
' I want all of you to get up out of your chairs ',neutral
' "i\'m as mad as hell ',negative
' and i\'m not going to take this anymore!! ',negative
' Have you ever felt longing ',negative
' Just at the mere thought of the source of longing makes you want to cry, to sob out the truth of your heart ',negative
' Longing is not for the faint of heart, but longing will make you weak in the heart ',negative
' It will alter you judgement, longing will destroy you ',negative
' So I started my first job this week ',neutral
' I volunteered at a store once but that was about it ',neutral
' The job is really nice ',positive
' She actually knows a couple of people that I know ',neutral
' Luckily I don\'t have to do much with numbers cause I deal mostly with the phone, oh and did I mention they don\'t mind if we re on AIM, check our e-mail, or look up random stuff online as long as we get our work done ',neutral
' It\'s pretty sweet and I feel very blessed that I have it ',positive
' Oh and my mentor, she\'s Catholic and she teaches CCD so me and her get along pretty good ',positive
' Today sucked ',negative
' Again ',neutral
' Ugh ',negative
' I suppose it\'s mostly my fault ',neutral
' I won\'t pay attention in class and miss assignments, i\'m always afraid i\'m going to forget to do something or something\'s gonna spring up on me and AAAAAAH!! 'negative
' It just feels like my brain has ceased to function ',neutral
' I can\'t pay attention, I can\'t think straight, I can\'t even talk ',neutral
' eeh ',neutral
'  and continues talking to someone else ',neutral
' Today, I was pulled out of a meeting by our building manager, who was in a blind panic 'negative
' The problem turned out to be that I needed to choose a paint color for the walls of the new office space ',neutral
' (Why yes, I have in fact spent the rest of the day imagining paint-based emergencies ',neutral
' At once!" ',neutral
' Anyway, we tracked down the paint chip sample brochure buried on the receptionist\'s desk, and I pulled out my carpet samples, preparing to face my daunting choice--which turned out to be between two nearly identical shades of office off-white ',neutral
' I checked two poltergeist books out of the library today ',neutral
' The other is appalling crap: disorganized, blatantly pseudoscientific, and misogynistic ',negative
' I suppose attitudes towards women have changed a lot too, but this was so awful I threw up my hands and returned the book before leaving the library ',negative
' He goes on to describe her in later years as unhappily married, fat, and sullen ',negative
' Hello, hostile much ',neutral
' Yeah ',neutral
' Well if you do, remember that catchy song ',neutral
' It wasn\'t performed by Lionel Ritchie this time, but by Faith No More ',neutral
' there\'s currently a commercial on rotation, I advertising what capitalistic piece of crap it is this time, but it is a terrible, terrible, cover of "In a Big Country. ',negative
' I also heard somewhere that the song was covered by Dashboard Confessional ',neutral
' We have all had (or are still having, perhaps for the rest of our lives) our encounters with stupid people, but it\'s the ones who just won\'t stop bothering you that are among some of the worst ',negative
' Somebody fucking invited me to a Facebook group called "Sally is cooler than your mom. ',negative
' Okay, if you re going to be cooler than anyone, saying that you re cooler than my mom is a fucking given ',negative
' But then again, even my mom is greater than Sally ',neutral
' I\'d like to tell Sally to go eat shit ',negative
' [self-explanatory ',neutral
' Three angry customers; as a matter of fact, that last week alone at Pier 1 was the only week where I met troublesome customers ',negative
' Very odd and peculiar 'positive
' You choose the answer ',neutral
' Good deal ',positive
' Some chick named Monica called and asked if I could work ',neutral
' Oh I know, the kids who are voted "Best Dressed" in school ',neutral
' isn\'t it aggravating when someone is practically demanding you to hang out with them ',negative
' Get a fucking clue ',negative
' Go find someone else to be your bitch ',negative
' Sure, it\'s nice to see people wanting to be within your presence, but when they step over the line and enter the realm of stupidity, self-esteem issues and denial of self-being, well then I want to do nothing but kick you in the fucking baby maker ',negative
' I get such a laugh out of that every time ',positive
' Lame lame lame comparison, I know ',neutral
' Well ',neutral
' The closest to the origanal is Panic!s cover on This is Halloween ',neutral
' That is probably a good thing ',neutral
' or maybe there is nothing worth comment upon??)and that influences what I share, too ',neutral
' I tend to have great ideas about commentary about midday, and don\'t get around to blogging until later and the mood has passed ',neutral
' And you can bet I gave it a lot of thought ',neutral
' They can always choose not to go to church ',neutral
' I an not afraid of having lots of children ',neutral
' I just know having another one right now would cause great havoc in the tender new environment that Dave and I have with the girls now ',neutral
' And God provided all sorts of opportunities for us to use knowledge in regard to family planning ',neutral
' Update ',neutral
' The next time I actually get you on the phone when you re not a)tired b)not in the mood or c)just plain not wanting to talk to me please don\'t elect to watch a movie instead of having a conversation with me. It\'s these types of choices that make it hard for me to justify trying to be your friend ',negative
' Me: Yah uh, I was with about 12 other people ready to watch a movie we were supposed to start an hour before for a class, Kinda already planned ',neutral
' first let me say, this is one of the stupidest fucking reasons to be (once again) pissy with someone ',negative
' Fucking seriously kid ',negative
' This was on myspace today ',neutral
' Im rather sick of myspace ',negative
' Ive noticed an abundance are usually about me, and rather stupid ',negative
' So i ve stopped listening ',neutral
' every once in awhile one or two titles will catch my eye and I will read it, but for the most part i really am sick and tired to stupid repetitive shit ',negative
' i attempted to have a normal conversation with him, and apparently my basic human right to hang up whenever I choose to do so, Is not allowed ',neutral
' Gag, enough on that crap ',negative
' Anyways, I went to Court yesterday ',neutral
' Court was intimidating but I did good 'negative
' Long story short, I learned a lot ',neutral
' And It got ruled that it was my vehicles fault not mine, and the I got minimum sentence possible for my ticket ',neutral
' I actually got it pretty good ',positive
' Every one was really nice, even the judge ',positive
' I get 9 in one yr and ive never had a ticket before, so i will be fine ',neutral
' The exciting part of my day, as cliche as it sounds was a car fire ',positive
' So i pulled over and ran up ',neutral
' I walked up to him "Whats going on, you need some help? ',neutral
' I backed up during all this and looked under the vehicle only to see flames roaring towards the gas tank ',neutral
' So i Told him it was on fire I dont think he heard me, So i grabbed his smeater and yanked him out of the car, he stumbled back, dropped his shit and looked at me pissed "what the fuck lady" we got about four or five steps from the vehicle when the gas tanked popped (not a hollywood explosion here people) and burning gas flew out everywhere, catching the grass on fire, blowing out both rear tires and because the door was open, the interior of the vehicle started going up in flames ',negative
' after some silence from the driver his attitude changed and hes like "thanks that could have been me" and repeated "oh my god" while I got an ETA on police and fire from dispatch and gave her information 'negative
' The news people showed up, talked to the kid and he pointed at me while I was telling the cop I had to go, because i really did not want to be late, and I left ',neutral
' i dont think I saved his life, but i may have saved his legs and a lot of skin ',neutral
' Point is it was exciting ',positive
' I remain "anonymous" in the newspaper and life goes on ',neutral
' he gave me a hug, that was good ',positive
' An honesty ',neutral
' And i ve been thinking, my earlier comment about how this stuff finds me. Many people drove past, and many cars were infront of me in that exit lane, maybe this stuff is just as equally around everyone, I only choose to stop ',neutral
' How many people a day drive by cars with hadards on, or sitting n the side of the road ',neutral
' How do you know that smoke is not from a tire, and the car could be on fire? 'negative
' He didnt even get my name, but Im sure he will not forget me ',neutral
' I ve homework to do ',neutral
' the speedometer broke on my way down, but it decided to fix itself ',neutral
' But uncle beeve saved the day and fixed a bunch of stuff for me. Called it an early Birthday present, he is so amazing ',positive
' While I was in lakewood I surprised Brian and we met Scooty for lunch, suprised him too 'positive
' It was SOOOO nice to see them ',positive
' Just what I needed to collect myself and continue home ',neutral
' He does not know this yet, I need to call him this week ',neutral
' I can\'t wait to go on a night drive with Brian and just chill out there for awhile ',positive
' It feels pretty good today ',positive
' So, Im going out with some friends later, do some homework, both our work uniforms are dirty (all of them) so I think I might do laundry, and make our bed ',neutral
' Yesterday was eventful, today is relaxing ',neutral
' Good to love life ',positive
' They both just lost their husbands and Vegas grandma has had more time, were hoping she will help Canada grandma feel better ',positive
' Which I am so happy for ',positive
' I am so proud of my sister ',positive
' She will be just fine ',neutral
' im sick of looking at a computer screen ',negative
' no goal tonight ',neutral
' "I can\'t relate to 99% of humanity. ',negative
' After watching the middle-aged geeky character, Seymour (Steve Buscemi) in "Ghost World," I can\'t but help agreeing with him ',neutral
' And not even that I can\'t relate, or try to ',neutral
' I just don\'t ',neutral
' There are not a lot of guys that I will go for ',neutral
' But, back to reasons that I don\'t relate to *74%* of humanity ',neutral
' sex and money ',neutral
' (And you know what kind I mean, because parties in general are okay, but I mean drunken ragers and the like. ',neutral
' (Has anyone seen this week\'s Rolling Stone ',neutral
' I am, quite honestly, furious and they WILL be getting an angry letter from me, even though won\'t care, i\'m sure because as much as they would like you to think that they aren\'t part of the "machine" they are ',negative
' Go ahead, care about the environment, but don\'t care about demeaning women. ',negative
' I don\'t drink excessive amounts because I am bored ',neutral
' - I don\'t like the movie "Top Gun. ',neutral
' - I enjoy reading ',positive
' - I don\'t think money buys happiness ',positive
' I don\'t think sex begets happiness ',positive
' - I actually take notice of nice days, smells, etc. and appreciate it, appreciate the luxuriousness of things like that and let it effect me.  I don\'t just trample it in my Uggs ',positive
' - I don\'t say "like" every other word ',neutral
' I could go on ',neutral
' People are just rude and selfish, and I know i\'m victim too, but I don\'t want to be like that ',negative
' Meh ',neutral
' Its not my bag and I don\'t really even want to be around it ',neutral
' When are people going to step it up and join humanity ',neutral
' And where are the intelligent, attractive, respectful guys who aren\'t frat boys, who just wear jeans and t-shirts and $30 tennis shoes, who like to read and watch movies ',neutral
' Please, if you exist anywhere, let me know ',neutral
' So I kept walking straight, and the dog that crossed the street turned around and saw me and growled, I was like " oh shit Jorge, just keep walking. ',negative
